month,commodity_name,avg_modal_price,avg_min_price,avg_max_price,state_name,change
01/01/19,Rice,2746.78,2606.4,2891.42,India,5.93
01/12/18,Rice,2740.85,2603.27,2884.21,India,-14.88
01/11/18,Rice,2755.73,2619.99,2904.5,India,-13.7
01/10/18,Rice,2769.43,2628.51,2916.55,India,-13.7
01/09/18,Rice,2783.13,2633.54,2939.54,India,-42.47
01/08/18,Rice,2825.6,2659.77,2991.7,India,5.16
01/07/18,Rice,2820.44,2650.29,2994.33,India,24.27
01/06/18,Rice,2796.17,2622.1,2969.69,India,3.82
01/05/18,Rice,2792.35,2619.6,2959.61,India,64.33
01/04/18,Rice,2728.02,2564.76,2893.3,India,-38.72
01/03/18,Rice,2766.74,2599.6,2941.43,India,5.23
01/02/18,Rice,2761.51,2596.97,2942.41,India,20.88
01/01/18,Rice,2740.63,2579.03,2913.44,India,-22.25
01/12/17,Rice,2762.88,2601.4,2933.43,India,-39.64
01/11/17,Rice,2802.52,2636.95,2983.82,India,27.06
01/10/17,Rice,2775.46,2622.9,2936.33,India,26.66
01/09/17,Rice,2748.8,2591.41,2917.65,India,-18.63
01/08/17,Rice,2767.43,2617.56,2940.81,India,4.67
01/07/17,Rice,2762.76,2612.83,2942.33,India,-4.85
01/06/17,Rice,2767.61,2621.26,2962.68,India,8.54
01/05/17,Rice,2759.07,2612.52,2982.51,India,27.14
01/04/17,Rice,2731.93,2602.46,2971.68,India,15.79
01/03/17,Rice,2716.14,2591.62,2953.41,India,25.67
01/02/17,Rice,2690.47,2566.77,2926.74,India,17.9
01/01/17,Rice,2672.57,2548.38,2912.17,India,-44.16
01/12/16,Rice,2716.73,2577.22,2964.64,India,-26.77
01/11/16,Rice,2743.5,2605.24,2984.33,India,2.26
01/10/16,Rice,2741.24,2597.93,2981.13,India,17.93
01/09/16,Rice,2723.31,2580.46,2965.54,India,-91.58
01/08/16,Rice,2814.89,2670.82,3085.36,India,101.56
01/07/16,Rice,2713.33,2576.35,2967.91,India,24.02
01/06/16,Rice,2689.31,2551.91,2958.76,India,85.42
01/05/16,Rice,2603.89,2473.62,2862.04,India,47.74
01/04/16,Rice,2556.15,2427.87,2795.78,India,-40.03
01/03/16,Rice,2596.18,2467.25,2843.63,India,-13.96
01/02/16,Rice,2610.14,2495.55,2853.99,India,-4.32
01/01/16,Rice,2614.46,2499.97,2853.08,India,-22.6
01/12/15,Rice,2637.06,2520.36,2879.15,India,35.47
01/11/15,Rice,2601.59,2487.65,2845.1,India,3.47
01/10/15,Rice,2598.12,2485.5,2833.42,India,15.77
01/09/15,Rice,2582.35,2470.65,2792.45,India,27.81
01/08/15,Rice,2554.54,2442.81,2760.93,India,-28.96
01/07/15,Rice,2583.5,2466.49,2793.65,India,33.83
01/06/15,Rice,2549.67,2427.5,2756.9,India,48.31
01/05/15,Rice,2501.36,2392.99,2703.68,India,11.82
01/04/15,Rice,2489.54,2392.8,2652.69,India,-33.34
01/03/15,Rice,2522.88,2416.83,2685.43,India,13.87
01/02/15,Rice,2509.01,2398.03,2676.09,India,-21.3
01/01/15,Rice,2530.31,2415.06,2696.34,India,-27.79
01/12/14,Rice,2558.1,2446.37,2724.16,India,-93.35
01/11/14,Rice,2651.45,2536.12,2823.62,India,4.03
01/10/14,Rice,2647.42,2532.43,2815.91,India,-11.75
01/09/14,Rice,2659.17,2533.39,2855.52,India,-11.63
01/08/14,Rice,2670.8,2561.65,2879.81,India,10.68
01/07/14,Rice,2660.12,2584.69,2917.44,India,9.45
01/06/14,Rice,2650.67,2589.46,2911.56,India,19
01/05/14,Rice,2631.67,2571.09,2897.63,India,7.06
01/04/14,Rice,2624.61,2573.41,2892.84,India,14.5
01/03/14,Rice,2610.11,2549.74,2852.62,India,23
01/02/14,Rice,2587.11,2515.8,2849.7,India,56.63
01/01/14,Rice,2530.48,2451.71,2798.5,India,-45.08
01/12/13,Rice,2575.56,2523.39,2825.61,India,-3.31
01/11/13,Rice,2578.87,2525.34,2823.97,India,29.44
01/10/13,Rice,2549.43,2520.93,2782.33,India,23.18
01/09/13,Rice,2526.25,2478.34,2748.48,India,16.69
01/08/13,Rice,2509.56,2477.86,2720.62,India,-50.38
01/07/13,Rice,2559.94,2475.89,2814.93,India,89.27
01/06/13,Rice,2470.67,2387.69,2725.44,India,72.27
01/05/13,Rice,2398.4,2321.21,2636.9,India,53.92
01/04/13,Rice,2344.48,2274.81,2575.47,India,-16.93
01/03/13,Rice,2361.41,2281.23,2602.11,India,29.16
01/02/13,Rice,2332.25,2267.59,2574.12,India,56.83
01/01/13,Rice,2275.42,2209,2523.57,India,17.27
01/12/12,Rice,2258.15,2189.89,2490.31,India,26.59
01/11/12,Rice,2231.56,2150.13,2433.86,India,-3.91
01/10/12,Rice,2235.47,2150.63,2428.01,India,41.63
01/09/12,Rice,2193.84,2113.96,2376.17,India,27.64
01/08/12,Rice,2166.2,2083.57,2360.92,India,35.92
01/07/12,Rice,2130.28,2040.09,2331.21,India,59.78
01/06/12,Rice,2070.5,1977.16,2257.19,India,7.09
01/05/12,Rice,2063.41,1968.6,2258.79,India,47.23
01/04/12,Rice,2016.18,1924.74,2195.9,India,-7.68
01/03/12,Rice,2023.86,1916.37,2188.33,India,47.57
01/02/12,Rice,1976.29,1866.56,2142.88,India,2.98
01/01/12,Rice,1973.31,1871.98,2145.57,India,7.45
01/12/11,Rice,1965.86,1875.96,2160.02,India,18.55
01/11/11,Rice,1947.31,1887.18,2156.65,India,0.52
01/10/11,Rice,1946.79,1887.25,2157.63,India,-14.33
01/09/11,Rice,1961.12,1880.9,2164.32,India,2.3
01/08/11,Rice,1958.82,1891.22,2166.96,India,11.48
01/07/11,Rice,1947.34,1881.82,2152.02,India,-19.14
01/06/11,Rice,1966.48,1902.37,2186.86,India,-1.65
01/05/11,Rice,1968.13,1911.53,2185.22,India,29.9
01/04/11,Rice,1938.23,1875.62,2138.4,India,-33.47
01/03/11,Rice,1971.7,1920.25,2169.44,India,16.51
01/02/11,Rice,1955.19,1887.57,2174.19,India,-8.33
01/01/11,Rice,1963.52,1906.39,2183.81,India,-1.35
01/12/10,Rice,1964.87,1889.99,2188.9,India,-22.02
01/11/10,Rice,1986.89,1937.57,2206.82,India,-11.04
01/10/10,Rice,1997.93,1937.81,2231.28,India,-3.45
01/09/10,Rice,2001.38,1943.12,2235.11,India,19.15
01/08/10,Rice,1982.23,1916.58,2216.16,India,9.28
01/07/10,Rice,1972.95,1906.42,2218.69,India,59.12
01/06/10,Rice,1913.83,1851.44,2146.86,India,31.69
01/05/10,Rice,1882.14,1814.4,2113.94,India,20.43
01/04/10,Rice,1861.71,1790.06,2103.44,India,-2.65
01/03/10,Rice,1864.36,1778.68,2088.59,India,-10.58
01/02/10,Rice,1874.94,1781.32,2089.2,India,0.94
01/01/10,Rice,1874,1760.76,2077.57,India,
01/03/25,Sugar,4152.2,4070.45,4865.76,India,0.16
01/02/25,Sugar,4152.04,4075.6,4229.93,India,-8.68
01/01/25,Sugar,4160.72,4073.36,4340.51,India,44.06
01/12/24,Sugar,4116.66,4005.92,4229.34,India,-70.26
01/11/24,Sugar,4186.92,4067.27,4344.74,India,43.44
01/10/24,Sugar,4143.48,4065.46,4225.92,India,-15.42
01/09/24,Sugar,4158.9,4053.75,4304.11,India,57.22
01/08/24,Sugar,4101.68,4004.21,4180.68,India,-360.76
01/07/24,Sugar,4462.44,4301.16,4630.59,India,322.06
01/06/24,Sugar,4140.38,4074.72,4232.03,India,59.38
01/05/24,Sugar,4081,4011.39,4154.72,India,73.86
01/04/24,Sugar,4007.14,3937.99,4080.28,India,21.21
01/03/24,Sugar,3985.93,3915.04,4049.5,India,-40.77
01/02/24,Sugar,4026.7,3960.72,4103.39,India,-28.9
01/01/24,Sugar,4055.6,3983.45,4125.76,India,-31.15
01/12/23,Sugar,4086.75,4018.38,4131.46,India,-10.99
01/11/23,Sugar,4097.74,4034.12,4156.39,India,69.97
01/10/23,Sugar,4027.77,3970.02,4078.39,India,51.86
01/09/23,Sugar,3975.91,3923.65,4018.02,India,70.59
01/08/23,Sugar,3905.32,3853.23,3948.95,India,18.67
01/07/23,Sugar,3886.65,3826.73,3939.78,India,24.21
01/06/23,Sugar,3862.44,3797.07,3897.21,India,19.9
01/05/23,Sugar,3842.54,3789.07,3896.01,India,2.27
01/04/23,Sugar,3840.27,3767.32,3893.72,India,71.14
01/03/23,Sugar,3769.13,3715.5,3815.25,India,4.35
01/02/23,Sugar,3764.78,3715.07,3815.62,India,-56.55
01/01/23,Sugar,3821.33,3758.07,3879.27,India,-14.2
01/12/22,Sugar,3835.53,3784.9,3891.52,India,-32.56
01/11/22,Sugar,3868.09,3807.62,3913.24,India,9.41
01/10/22,Sugar,3858.68,3809.62,3907.01,India,70.3
01/09/22,Sugar,3788.38,3748.32,3829.85,India,4.66
01/08/22,Sugar,3783.72,3740.81,3826.13,India,50.69
01/07/22,Sugar,3733.03,3687.17,3780.22,India,-7.08
01/06/22,Sugar,3740.11,3689.19,3800.44,India,-15.83
01/05/22,Sugar,3755.94,3703.42,3818.39,India,19.47
01/04/22,Sugar,3736.47,3675.93,3804.41,India,-11.34
01/03/22,Sugar,3747.81,3695.39,3820.65,India,48.03
01/02/22,Sugar,3699.78,3648.28,3772.61,India,2.26
01/01/22,Sugar,3697.52,3653.19,3756.58,India,-19.41
01/12/21,Sugar,3716.93,3664.44,3782.64,India,-87.69
01/11/21,Sugar,3804.62,3754.11,3858.64,India,-7.88
01/10/21,Sugar,3812.5,3760.38,3865.16,India,70.87
01/09/21,Sugar,3741.63,3689.46,3794.82,India,168.01
01/08/21,Sugar,3573.62,3528.33,3622.66,India,90.02
01/07/21,Sugar,3483.6,3436.35,3541.41,India,-70.07
01/06/21,Sugar,3553.67,3504.53,3612.93,India,-14.45
01/05/21,Sugar,3568.12,3517.26,3628.67,India,60.36
01/04/21,Sugar,3507.76,3460.15,3564.78,India,53.59
01/03/21,Sugar,3454.17,3406.24,3524.83,India,-9.56
01/02/21,Sugar,3463.73,3411.45,3530.65,India,-7.23
01/01/21,Sugar,3470.96,3420.4,3540.62,India,-50.09
01/12/20,Sugar,3521.05,3474.14,3586.18,India,8.78
01/11/20,Sugar,3512.27,3468.89,3585.14,India,-15.6
01/10/20,Sugar,3527.87,3489.69,3583.74,India,-57.74
01/09/20,Sugar,3585.61,3530.82,3651.3,India,-8.12
01/08/20,Sugar,3593.73,3525.93,3674.72,India,-3.48
01/07/20,Sugar,3597.21,3533.79,3676.73,India,64.94
01/06/20,Sugar,3532.27,3464.18,3609.93,India,15.19
01/05/20,Sugar,3517.08,3453.82,3592.19,India,-68.07
01/04/20,Sugar,3585.15,3520.43,3663.18,India,37.06
01/03/20,Sugar,3548.09,3467.56,3657.62,India,-9.43
01/02/20,Sugar,3557.52,3475.97,3655.75,India,12.03
01/01/20,Sugar,3545.49,3463.12,3650.14,India,-39.67
01/12/19,Sugar,3585.16,3511.07,3666.58,India,-39.4
01/11/19,Sugar,3624.56,3553.96,3701.73,India,-67.44
01/10/19,Sugar,3692,3609.8,3773.87,India,30.45
01/09/19,Sugar,3661.55,3586.07,3744.03,India,38.06
01/08/19,Sugar,3623.49,3563.31,3813.38,India,18.9
01/07/19,Sugar,3604.59,3537.11,3685.26,India,-27.03
01/06/19,Sugar,3631.62,3559.3,3708.17,India,93.97
01/05/19,Sugar,3537.65,3478.25,3602.07,India,78.65
01/04/19,Sugar,3459,3402.02,3525.84,India,-93.99
01/03/19,Sugar,3552.99,3489.24,3624.81,India,-12.98
01/02/19,Sugar,3565.97,3495.23,3648.65,India,33.52
01/01/19,Sugar,3532.45,3462.85,3610.76,India,-86.39
01/12/18,Sugar,3618.84,3539.92,3697.06,India,-50.4
01/11/18,Sugar,3669.24,3594.09,3751.4,India,-0.56
01/10/18,Sugar,3669.8,3587.2,3764.38,India,-54.92
01/09/18,Sugar,3724.72,3627.98,3814.4,India,-63.08
01/08/18,Sugar,3787.8,3676.18,3884.47,India,81.29
01/07/18,Sugar,3706.51,3606.08,3804.1,India,164.63
01/06/18,Sugar,3541.88,3441.85,3636.83,India,51.5
01/05/18,Sugar,3490.38,3383.99,3591.72,India,-198.93
01/04/18,Sugar,3689.31,3589.73,3795.21,India,-107.28
01/03/18,Sugar,3796.59,3697.16,3895.32,India,-44.24
01/02/18,Sugar,3840.83,3746.84,3936.89,India,-108.53
01/01/18,Sugar,3949.36,3853.5,4051.22,India,-95.28
01/12/17,Sugar,4044.64,3941.03,4141.58,India,-102.12
01/11/17,Sugar,4146.76,4049.26,4240.47,India,-9.26
01/10/17,Sugar,4156.02,4056.93,4247.49,India,4.88
01/09/17,Sugar,4151.14,4049.37,4238.31,India,-30.95
01/08/17,Sugar,4182.09,4077.95,4274.66,India,68.23
01/07/17,Sugar,4113.86,4012.14,4210.92,India,24.52
01/06/17,Sugar,4089.34,3990.34,4190.7,India,3.36
01/05/17,Sugar,4085.98,3987.96,4206.98,India,9.6
01/04/17,Sugar,4076.38,3974.59,4197.63,India,27.19
01/03/17,Sugar,4049.19,3933.45,4161.75,India,27.84
01/02/17,Sugar,4021.35,3916.48,4126.82,India,60.03
01/01/17,Sugar,3961.32,3856.13,4070.92,India,18.99
01/12/16,Sugar,3942.33,3838.32,4071.54,India,-29.11
01/11/16,Sugar,3971.44,3869.06,4089.1,India,10.64
01/10/16,Sugar,3960.8,3864.59,4072.95,India,18.63
01/09/16,Sugar,3942.17,3835.71,4046.46,India,4.15
01/08/16,Sugar,3938.02,3837.54,4048.19,India,42.15
01/07/16,Sugar,3895.87,3801.13,4012.79,India,94.36
01/06/16,Sugar,3801.51,3699.67,3902.73,India,15.58
01/05/16,Sugar,3785.93,3674.2,3898.8,India,162.58
01/04/16,Sugar,3623.35,3487.57,3738.71,India,302.49
01/03/16,Sugar,3320.86,3197.43,3429.39,India,85.93
01/02/16,Sugar,3234.93,3126.17,3335.45,India,70.39
01/01/16,Sugar,3164.54,3049.69,3262.72,India,135.89
01/12/15,Sugar,3028.65,2925.47,3122.37,India,46.97
01/11/15,Sugar,2981.68,2878.08,3076.08,India,40.02
01/10/15,Sugar,2941.66,2824.37,3044.71,India,91.23
01/09/15,Sugar,2850.43,2738.18,2944.2,India,61.98
01/08/15,Sugar,2788.45,2691.66,2885.83,India,-48
01/07/15,Sugar,2836.45,2746.14,2933.94,India,-152.35
01/06/15,Sugar,2988.8,2903.23,3082.35,India,-6.85
01/05/15,Sugar,2995.65,2907.82,3091.18,India,-55.49
01/04/15,Sugar,3051.14,2959.68,3157.12,India,-118.18
01/03/15,Sugar,3169.32,3066.88,3259.51,India,-21.15
01/02/15,Sugar,3190.47,3096.99,3278.61,India,-61.97
01/01/15,Sugar,3252.44,3151.58,3330.25,India,-15.56
01/12/14,Sugar,3268,3167.3,3356.69,India,-108.09
01/11/14,Sugar,3376.09,3274.83,3471.52,India,-60.02
01/10/14,Sugar,3436.11,3346.21,3528.51,India,-21.66
01/09/14,Sugar,3457.77,3365.63,3571.09,India,-38.5
01/08/14,Sugar,3496.27,3397.95,3602.98,India,17.19
01/07/14,Sugar,3479.08,3381.2,3569.79,India,55.85
01/06/14,Sugar,3423.23,3333.82,3510.51,India,-4.11
01/05/14,Sugar,3427.34,3333.66,3490.51,India,21.51
01/04/14,Sugar,3405.83,3314.14,3475.7,India,106.25
01/03/14,Sugar,3299.58,3215.16,3378.38,India,44.37
01/02/14,Sugar,3255.21,3169.86,3328.76,India,-11.59
01/01/14,Sugar,3266.8,3176.94,3343.63,India,-46.73
01/12/13,Sugar,3313.53,3202.82,3389.26,India,-26.11
01/11/13,Sugar,3339.64,3227.28,3458.33,India,-36.38
01/10/13,Sugar,3376.02,3298.55,3455.68,India,-51.84
01/09/13,Sugar,3427.86,3332.68,3506.2,India,-1.5
01/08/13,Sugar,3429.36,3339.26,3498.83,India,7.66
01/07/13,Sugar,3421.7,3339.86,3501.09,India,-35.29
01/06/13,Sugar,3456.99,3368.92,3548.73,India,-2.57
01/05/13,Sugar,3459.56,3369.47,3544.02,India,-15.23
01/04/13,Sugar,3474.79,3397.55,3561.39,India,-44.82
01/03/13,Sugar,3519.61,3446.57,3595.92,India,-2.6
01/02/13,Sugar,3522.21,3442.03,3599.96,India,-43.19
01/01/13,Sugar,3565.4,3489.05,3641.45,India,-146.49
01/12/12,Sugar,3711.89,3633.33,3815.59,India,-31.01
01/11/12,Sugar,3742.9,3685.38,3866.27,India,-23.25
01/10/12,Sugar,3766.15,3696.4,3877,India,11.74
01/09/12,Sugar,3754.41,3659.92,3843.65,India,147.89
01/08/12,Sugar,3606.52,3519.51,3692.74,India,272.17
01/07/12,Sugar,3334.35,3256.27,3414.55,India,169.88
01/06/12,Sugar,3164.47,3084.05,3246.65,India,13.1
01/05/12,Sugar,3151.37,3103.63,3256.3,India,39.56
01/04/12,Sugar,3111.81,3040.45,3209.77,India,-3.6
01/03/12,Sugar,3115.41,3050.81,3207.6,India,-32.3
01/02/12,Sugar,3147.71,3074.09,3248.31,India,-28.26
01/01/12,Sugar,3175.97,3107.1,3272.63,India,-42.32
01/12/11,Sugar,3218.29,3148.51,3310.37,India,102.65
01/11/11,Sugar,3115.64,3060.98,3227.29,India,78.45
01/10/11,Sugar,3037.19,2967.23,3140.01,India,23.92
01/09/11,Sugar,3013.27,2946.11,3124.07,India,20
01/08/11,Sugar,2993.27,2931.11,3098.37,India,-0.16
01/07/11,Sugar,2993.43,2932.4,3093.86,India,40.62
01/06/11,Sugar,2952.81,2881.89,3045.09,India,-34.74
01/05/11,Sugar,2987.55,2929.94,3079.31,India,-27.86
01/04/11,Sugar,3015.41,2963.23,3110.55,India,3.35
01/03/11,Sugar,3012.06,2964.44,3100.2,India,-37.69
01/02/11,Sugar,3049.75,2996.11,3138.54,India,-76.73
01/01/11,Sugar,3126.48,3073.65,3200.41,India,-5.14
01/12/10,Sugar,3131.62,3068.36,3227.25,India,124.17
01/11/10,Sugar,3007.45,2952.87,3097.85,India,100.76
01/10/10,Sugar,2906.69,2840.33,2986.04,India,52.24
01/09/10,Sugar,2854.45,2776.16,2914.51,India,-20.84
01/08/10,Sugar,2875.29,2806.94,2938.84,India,-90.61
01/07/10,Sugar,2965.9,2898.79,3040.17,India,4.84
01/06/10,Sugar,2961.06,2888.88,3031.81,India,-127.37
01/05/10,Sugar,3088.43,3015.29,3168.52,India,-123.23
01/04/10,Sugar,3211.66,3143.55,3312.8,India,-348.39
01/03/10,Sugar,3560.05,3483.23,3661.1,India,-421.58
01/02/10,Sugar,3981.63,3900.66,4080.83,India,-95.43
01/01/10,Sugar,4077.06,3968.77,4161.24,India,
01/03/25,Cotton,6942.65,6417.98,7150.53,India,-93.09
01/02/25,Cotton,7035.74,6495.19,7249.18,India,-132.01
01/01/25,Cotton,7167.75,6658.24,7376.94,India,6.27
01/12/24,Cotton,7161.48,6627.59,7571.54,India,-69.55
01/11/24,Cotton,7231.03,6687.24,7477.26,India,108.37
01/10/24,Cotton,7122.66,6353.08,7531.3,India,232.36
01/09/24,Cotton,6890.3,5836.34,7361.55,India,-132.51
01/08/24,Cotton,7022.81,6108.27,7286.63,India,-14.56
01/07/24,Cotton,7037.37,6114.73,7334.34,India,186.53
01/06/24,Cotton,6850.84,6072.5,7188.55,India,-51.86
01/05/24,Cotton,6902.7,6211.27,7243.76,India,-75.7
01/04/24,Cotton,6978.4,6263.73,7363.06,India,-59.46
01/03/24,Cotton,7037.86,6387.33,7398.57,India,475.79
01/02/24,Cotton,6562.07,5850.65,6938.16,India,56.17
01/01/24,Cotton,6505.9,5784.93,6877.47,India,-159.68
01/12/23,Cotton,6665.58,5980.39,6990.3,India,-151.47
01/11/23,Cotton,6817.05,6275.21,7065.65,India,61.41
01/10/23,Cotton,6755.64,6053.67,7068.25,India,-48.06
01/09/23,Cotton,6803.7,6128.44,7108,India,1.57
01/08/23,Cotton,6802.13,6126.71,7027.69,India,145.93
01/07/23,Cotton,6656.2,6159.64,6830.07,India,-140.57
01/06/23,Cotton,6796.77,6269.74,6965.83,India,-340.11
01/05/23,Cotton,7136.88,6583.15,7290.84,India,-375.81
01/04/23,Cotton,7512.69,6930.62,7687.08,India,120.22
01/03/23,Cotton,7392.47,6871.16,7544.32,India,-307.05
01/02/23,Cotton,7699.52,7171.97,7869.45,India,-203.44
01/01/23,Cotton,7902.96,7365.46,8109.25,India,-143.15
01/12/22,Cotton,8046.11,7512.64,8250.97,India,-297.95
01/11/22,Cotton,8344.06,7672.33,8570.38,India,381.77
01/10/22,Cotton,7962.29,7160.88,8329.36,India,-431.73
01/09/22,Cotton,8394.02,7356.71,8931.94,India,-432.55
01/08/22,Cotton,8826.57,7635.37,9300.22,India,627.26
01/07/22,Cotton,8199.31,7182,8643.25,India,-1118.99
01/06/22,Cotton,9318.3,7894.25,10122.93,India,-738.48
01/05/22,Cotton,10056.78,8553.76,11018.22,India,241.34
01/04/22,Cotton,9815.44,8367.6,10727.01,India,802.02
01/03/22,Cotton,9013.42,7720.65,9643.98,India,22.33
01/02/22,Cotton,8991.09,7717.53,9594.45,India,281.12
01/01/22,Cotton,8709.97,7506.11,9267.4,India,785.15
01/12/21,Cotton,7924.82,6911.41,8356.59,India,204.24
01/11/21,Cotton,7720.58,6851.4,8085.88,India,639.77
01/10/21,Cotton,7080.81,6009.47,7762.42,India,881.64
01/09/21,Cotton,6199.17,5268.35,6787.85,India,-563.8
01/08/21,Cotton,6762.97,5691.05,7301.47,India,581.34
01/07/21,Cotton,6181.63,5206.21,6673.49,India,269.42
01/06/21,Cotton,5912.21,5154.29,6397.2,India,585.9
01/05/21,Cotton,5326.31,4884.45,5619.26,India,-239.04
01/04/21,Cotton,5565.35,4946.57,5980.82,India,-170.22
01/03/21,Cotton,5735.57,5122.6,6073.89,India,104.65
01/02/21,Cotton,5630.92,5073.82,5942.53,India,213.76
01/01/21,Cotton,5417.16,4939.25,5681.83,India,132.67
01/12/20,Cotton,5284.49,4849.09,5513.91,India,187.15
01/11/20,Cotton,5097.34,4614.81,5378.61,India,346.86
01/10/20,Cotton,4750.48,4241.92,5056.65,India,322.48
01/09/20,Cotton,4428,3835.19,4814.59,India,144.75
01/08/20,Cotton,4283.25,3793.56,4596,India,-42.67
01/07/20,Cotton,4325.92,3857.37,4690.17,India,-100.92
01/06/20,Cotton,4426.84,4007.5,4748.96,India,35.32
01/05/20,Cotton,4391.52,3975.88,4704.93,India,225.72
01/04/20,Cotton,4165.8,3751.91,4484.19,India,-562.14
01/03/20,Cotton,4727.94,4276.94,5032.53,India,-196.41
01/02/20,Cotton,4924.35,4482.01,5178.42,India,-172.16
01/01/20,Cotton,5096.51,4672.94,5325.64,India,54.5
01/12/19,Cotton,5042.01,4631.19,5254.22,India,173.99
01/11/19,Cotton,4868.02,4430.87,5111.33,India,-71.51
01/10/19,Cotton,4939.53,4454.06,5228.88,India,-163.41
01/09/19,Cotton,5102.94,4656.14,5353.68,India,-151.18
01/08/19,Cotton,5254.12,4853.01,5448.09,India,-117.22
01/07/19,Cotton,5371.34,4992.02,5547.51,India,-85.68
01/06/19,Cotton,5457.02,5046.75,5651.64,India,-165.85
01/05/19,Cotton,5622.87,5217.52,5816.84,India,-133.8
01/04/19,Cotton,5756.67,5339.99,5977.62,India,375.01
01/03/19,Cotton,5381.66,5032.51,5559.51,India,146.14
01/02/19,Cotton,5235.52,4919.74,5382.26,India,-95.46
01/01/19,Cotton,5330.98,5029.32,5469.15,India,-43.76
01/12/18,Cotton,5374.74,5083.64,5514.09,India,-123.51
01/11/18,Cotton,5498.25,5238.07,5633.69,India,155.12
01/10/18,Cotton,5343.13,5066.43,5504.45,India,319.88
01/09/18,Cotton,5023.25,4715.28,5216.16,India,134.66
01/08/18,Cotton,4888.59,4564.68,5082.23,India,141.2
01/07/18,Cotton,4747.39,4403.73,4990.13,India,8.47
01/06/18,Cotton,4738.92,4282.68,5093.02,India,259.52
01/05/18,Cotton,4479.4,4033.51,4775.3,India,30.99
01/04/18,Cotton,4448.41,3976.06,4726.64,India,-93.86
01/03/18,Cotton,4542.27,4135.15,4766.7,India,-181.49
01/02/18,Cotton,4723.76,4358.66,4931.46,India,-208.19
01/01/18,Cotton,4931.95,4595.71,5122.48,India,181.2
01/12/17,Cotton,4750.75,4446.18,4907.89,India,302.25
01/11/17,Cotton,4448.5,4175.68,4605.29,India,35.31
01/10/17,Cotton,4413.19,4110.02,4611.64,India,48.54
01/09/17,Cotton,4364.65,4078.69,4568.92,India,-240.82
01/08/17,Cotton,4605.47,4329.05,4790.12,India,-66.84
01/07/17,Cotton,4672.31,4388.87,4870.44,India,-11.29
01/06/17,Cotton,4683.6,4370.26,4897.24,India,-138.44
01/05/17,Cotton,4822.04,4405.1,5080.29,India,-264.14
01/04/17,Cotton,5086.18,4695.03,5345.18,India,-171.25
01/03/17,Cotton,5257.43,4907.47,5487.05,India,-56.9
01/02/17,Cotton,5314.33,5002.99,5489.65,India,152.96
01/01/17,Cotton,5161.37,4864.36,5327.51,India,363.95
01/12/16,Cotton,4797.42,4534.81,4943.84,India,84.02
01/11/16,Cotton,4713.4,4473.26,4852.71,India,58.62
01/10/16,Cotton,4654.78,4289.66,4888.93,India,-104.49
01/09/16,Cotton,4759.27,4401.22,4983.66,India,17.37
01/08/16,Cotton,4741.9,4430.4,4924.02,India,-15.22
01/07/16,Cotton,4757.12,4458.96,4962.09,India,221.37
01/06/16,Cotton,4535.75,4231.25,4762.34,India,131.9
01/05/16,Cotton,4403.85,4115.73,4622.28,India,54.69
01/04/16,Cotton,4349.16,4047.07,4556.57,India,70.93
01/03/16,Cotton,4278.23,4040.9,4451.64,India,-79.16
01/02/16,Cotton,4357.39,4139.74,4502.91,India,-80.63
01/01/16,Cotton,4438.02,4235.58,4575.38,India,164.57
01/12/15,Cotton,4273.45,4087.58,4391.72,India,165.71
01/11/15,Cotton,4107.74,3938.81,4222.21,India,-46
01/10/15,Cotton,4153.74,3961.93,5000.87,India,76.37
01/09/15,Cotton,4077.37,3857.84,4258.23,India,69.08
01/08/15,Cotton,4008.29,3789.39,4176.63,India,2.73
01/07/15,Cotton,4005.56,3787,4149.15,India,-13.12
01/06/15,Cotton,4018.68,3768.76,4173.74,India,-70.9
01/05/15,Cotton,4089.58,3836.38,4252.52,India,-16.77
01/04/15,Cotton,4106.35,3863.34,4265.6,India,163.58
01/03/15,Cotton,3942.77,3740.57,4061.02,India,16.88
01/02/15,Cotton,3925.89,3718.31,4030.27,India,-77.54
01/01/15,Cotton,4003.43,3793.06,4110.09,India,-10.88
01/12/14,Cotton,4014.31,3827.18,4116.85,India,16.22
01/11/14,Cotton,3998.09,3825.77,4134.11,India,-37.65
01/10/14,Cotton,4035.74,3780.88,4200.63,India,-169.29
01/09/14,Cotton,4205.03,3823.02,4455.89,India,-168.78
01/08/14,Cotton,4373.81,4089.47,4586.32,India,-87.49
01/07/14,Cotton,4461.3,4140.18,4725.53,India,78.65
01/06/14,Cotton,4382.65,4056.4,4641.73,India,-139.36
01/05/14,Cotton,4522.01,4182.99,4775.5,India,-59.05
01/04/14,Cotton,4581.06,4305.16,4776.26,India,-190.25
01/03/14,Cotton,4771.31,4516.13,4920.84,India,-156.13
01/02/14,Cotton,4927.44,4669.32,5068.82,India,13.51
01/01/14,Cotton,4913.93,4656.41,5063.51,India,359.14
01/12/13,Cotton,4554.79,4330.82,4680.45,India,-54.1
01/11/13,Cotton,4608.89,4394.24,4753.11,India,-26.57
01/10/13,Cotton,4635.46,4301.63,4859.13,India,47.79
01/09/13,Cotton,4587.67,4236.48,4795.44,India,213.12
01/08/13,Cotton,4374.55,4100.69,4552.9,India,-6.64
01/07/13,Cotton,4381.19,4127.64,4564.76,India,112.34
01/06/13,Cotton,4268.85,4007.7,4443.18,India,57.06
